NT08AB0001	NT16AB0001	NT17AB0001	NT20ABA0020
NT08AB3615	NT16AB0422	NT17AB0410	NT20ABA3597
NT08AB3616	NT16AB0421	NT17AB0409	NT20ABA3598
NT08AB3617	NT16AB0420	NT17AB0408	NT20ABA3599
NT08AB3618	NT16AB0419	NT17AB0407	NT20ABA3600
NT08AB3619	NT16AB0418	NT17AB0406	NT20ABA3601
NT08AB3620	NT16AB0417	NT17AB0405	NT20ABA3602
NT08AB3621	NT16AB0416	NT17AB0404	NT20ABA3603
NT08AB3622	NT16AB0415	NT17AB0403	NT20ABA3604
NT08AB3623	NT16AB0414	NT17AB0402	NT20ABA3605
NT08AB3624	NT16AB0413	NT17AB0401	NT20ABA3606
NT08AB3625	NT16AB0412	NT17AB0400	NT20ABA3607
NT08AB3626	NT16AB0411	NT17AB0399	NT20ABA3608
NT08AB3627	NT16AB0410	NT17AB0398	NT20ABA3609
NT08AB3629	NT16AB0409	NT17AB0396	NT20ABA3610
NT08AB3630	NT16AB0408	NT17AB0395	NT20ABA3611
NT08AB3631	NT16AB0407	NT17AB0392	NT20ABA3612
NT08AB3632	NT16AB0406	NT17AB0391	NT20ABA3613
NT08AB3633	NT16AB0405	NT17AB0390	NT20ABA3614
NT08AB3634	NT16AB0404	NT17AB0389	NT20ABA3615
NT08AB3635	NT16AB0403	NT17AB0388	NT20ABA3616
NT08AB3636	NT16AB0402	NT17AB0384	NT20ABA3617
NT08AB3637	NT16AB0401	NT17AB0383	NT20ABA3618
NT08AB3638	NT16AB0400	NT17AB0382	NT20ABA3619
NT08AB3639	----------	----------	----------
NT08AB3640	NT16AB0399	NT17AB0381	NT20ABA3620
NT08AB3641	NT16AB0398	NT17AB0380	NT20ABA3621
NT08AB3642	NT16AB0397	NT17AB0379	NT20ABA3622
NT08AB3643	NT16AB0396	----------	NT20ABA3623
NT08AB3644	NT16AB0395	NT17AB0378	NT20ABA3624
NT08AB3645	NT16AB0394	NT17AB0377	NT20ABA3625
NT08AB3646	----------	----------	----------
NT08AB3647	NT16AB0393	NT17AB0376	NT20ABA3626
NT08AB3648	NT16AB0392	NT17AB0375	NT20ABA3627
NT08AB3649	NT16AB0391	NT17AB0374	NT20ABA3628
NT08AB3650	NT16AB0390	NT17AB0373	NT20ABA3629
NT08AB3651	NT16AB0389	NT17AB0372	NT20ABA3630
NT08AB3652	NT16AB0388	NT17AB0371	NT20ABA3631
NT08AB3653	NT16AB0387	NT17AB0369	NT20ABA3632
NT08AB3654	NT16AB0386	NT17AB0368	NT20ABA3633
NT08AB3655	NT16AB0385	NT17AB0367	NT20ABA3634
NT08AB3656	NT16AB0384	NT17AB0366	NT20ABA3635
NT08AB3657	NT16AB0383	NT17AB0365	NT20ABA3636
NT08AB3658	NT16AB0382	NT17AB0364	NT20ABA3637
NT08AB3659	NT16AB0381	NT17AB0362	NT20ABA3638
NT08AB3660	NT16AB0380	NT17AB0360	NT20ABA3639
NT08AB3661	NT16AB0379	NT17AB0359	NT20ABA3640
NT08AB3662	NT16AB0378	NT17AB0358	NT20ABA3641
NT08AB3663	NT16AB0377	----------	NT20ABA3642
NT08AB3664	NT16AB0376	NT17AB0356	NT20ABA3643
NT08AB3665	NT16AB0375	NT17AB0355	NT20ABA3645
NT08AB3666	NT16AB0374	NT17AB0354	NT20ABA3646
NT08AB3667	NT16AB0373	NT17AB0351	NT20ABA3647
NT08AB3668	NT16AB0372	NT17AB0350	NT20ABA3648
NT08AB3669	----------	NT17AB0349	----------
NT08AB3670	NT16AB0369	NT17AB0348	NT20ABA3651
NT08AB3671	----------	----------	----------
NT08AB3672	NT16AB0368	NT17AB0347	NT20ABA3652
NT08AB3673	NT16AB0367	NT17AB0346	NT20ABA3653
NT08AB3674	NT16AB0366	NT17AB0345	NT20ABA3654
NT08AB3675	NT16AB0365	NT17AB0344	NT20ABA3655
NT08AB3676	NT16AB0364	NT17AB0342	NT20ABA3656
NT08AB3677	NT16AB0363	----------	NT20ABA3657
NT08AB3678	NT16AB0362	NT17AB0341	NT20ABA3658
NT08AB3679	NT16AB0361	NT17AB0339	NT20ABA3659
NT08AB3680	NT16AB0360	NT17AB0338	NT20ABA3660
NT08AB3681	NT16AB0359	NT17AB0337	NT20ABA3661
NT08AB3682	NT16AB0358	NT17AB0336	NT20ABA3662
NT08AB3683	NT16AB0357	NT17AB0335	NT20ABA3663
NT08AB3684	----------	----------	----------
NT08AB3685	NT16AB0356	NT17AB0334	NT20ABA3664
NT08AB3686	NT16AB0354	----------	NT20ABA3665
NT08AB3687	NT16AB0353	NT17AB0332	NT20ABA3666
NT08AB3688	NT16AB0352	NT17AB0330	NT20ABA3667
NT08AB3689	NT16AB0351	NT17AB0329	NT20ABA3668
NT08AB3690	NT16AB0350	NT17AB0328	NT20ABA3669
NT08AB3691	NT16AB0349	NT17AB0327	NT20ABA3670
NT08AB3692	NT16AB0348	NT17AB0326	NT20ABA3671
NT08AB3693	NT16AB0347	NT17AB0325	NT20ABA3672
NT08AB3694	NT16AB0346	NT17AB0324	NT20ABA3673
NT08AB3695	NT16AB0345	NT17AB0323	NT20ABA3674
NT08AB3696	----------	----------	----------
NT08AB3697	NT16AB0344	NT17AB0322	NT20ABA3675
NT08AB3698	NT16AB0343	----------	NT20ABA3676
NT08AB3699	NT16AB0342	----------	NT20ABA3677
NT08AB3700	NT16AB0341	----------	NT20ABA3678
NT08AB3701	NT16AB0340	NT17AB0320	NT20ABA3679
NT08AB3702	NT16AB0339	NT17AB0319	NT20ABA3680
NT08AB3703	NT16AB0338	NT17AB0318	NT20ABA3681
NT08AB3704	NT16AB0337	NT17AB0317	NT20ABA3682
NT08AB3705	NT16AB0336	NT17AB0316	NT20ABA3683
NT08AB3706	NT16AB0335	NT17AB0315	NT20ABA3684
NT08AB3707	----------	----------	----------
NT08AB3708	NT16AB0334	NT17AB0314	NT20ABA3685
NT08AB3709	NT16AB0333	NT17AB0313	NT20ABA3686
NT08AB3710	NT16AB0332	NT17AB0312	NT20ABA3687
NT08AB3711	NT16AB0331	NT17AB0311	NT20ABA3688
NT08AB3712	NT16AB0330	NT17AB0310	NT20ABA3689
NT08AB3713	NT16AB0329	NT17AB0309	NT20ABA3690
NT08AB3714	NT16AB0328	NT17AB0308	NT20ABA3691
NT08AB3715	NT16AB0327	NT17AB0307	NT20ABA3692
NT08AB3716	NT16AB0326	NT17AB0306	NT20ABA3693
NT08AB3717	NT16AB0325	----------	NT20ABA3694
NT08AB3718	NT16AB0324	----------	NT20ABA3695
NT08AB3719	NT16AB0323	----------	NT20ABA3696
NT08AB3720	NT16AB0322	----------	NT20ABA3697
NT08AB3721	NT16AB0321	----------	NT20ABA3698
NT08AB3722	NT16AB0320	----------	NT20ABA3699
NT08AB3723	NT16AB0319	NT17AB0304	NT20ABA3700
NT08AB3724	NT16AB0318	NT17AB0303	NT20ABA3701
NT08AB3725	NT16AB0317	NT17AB0302	NT20ABA3702
NT08AB3726	NT16AB0316	NT17AB0301	NT20ABA3703
NT08AB3727	NT16AB0315	NT17AB0300	NT20ABA3704
NT08AB3728	NT16AB0314	NT17AB0299	NT20ABA3705
NT08AB3729	NT16AB0312	NT17AB0297	NT20ABA3707
NT08AB3730	NT16AB0313	NT17AB0298	NT20ABA3706
NT08AB3731	NT16AB0311	NT17AB0294	NT20ABA3708
NT08AB3732	NT16AB0310	NT17AB0292	NT20ABA3709
NT08AB3733	NT16AB0309	NT17AB0291	NT20ABA3710
NT08AB3734	NT16AB0308	NT17AB0290	NT20ABA3711
NT08AB3735	NT16AB0307	NT17AB0289	NT20ABA3712
NT08AB3736	NT16AB0306	NT17AB0288	NT20ABA3713
NT08AB3737	NT16AB0305	NT17AB0287	NT20ABA3714
NT08AB3738	NT16AB0304	NT17AB0286	NT20ABA3715
NT08AB3739	NT16AB0303	NT17AB0285	NT20ABA3716
NT08AB3740	NT16AB0302	NT17AB0284	NT20ABA3717
NT08AB3741	NT16AB0301	NT17AB0283	NT20ABA3718
NT08AB3742	NT16AB0300	NT17AB0280	NT20ABA3719
NT08AB3743	NT16AB0299	NT17AB0279	NT20ABA3720
NT08AB3744	NT16AB0298	NT17AB0277	NT20ABA3721
NT08AB3745	NT16AB0297	NT17AB0276	NT20ABA3722
NT08AB3746	NT16AB0296	NT17AB0275	NT20ABA3723
NT08AB3747	----------	----------	----------
NT08AB3748	NT16AB0295	NT17AB0274	NT20ABA3724
NT08AB3749	NT16AB0294	NT17AB0272	NT20ABA3725
NT08AB3750	----------	----------	----------
NT08AB3751	NT16AB0293	NT17AB0270	NT20ABA3726
NT08AB3752	NT16AB0292	NT17AB0269	NT20ABA3727
NT08AB3753	NT16AB0291	NT17AB0268	NT20ABA3728
NT08AB3754	NT16AB0290	NT17AB0267	NT20ABA3729
NT08AB3755	NT16AB0289	NT17AB0266	NT20ABA3730
NT08AB3756	NT16AB0288	NT17AB0265	NT20ABA3731
NT08AB3757	NT16AB0287	NT17AB0264	NT20ABA3732
NT08AB3758	NT16AB0286	NT17AB0263	NT20ABA3733
NT08AB3759	----------	----------	----------
NT08AB3760	NT16AB0285	NT17AB0262	NT20ABA3734
NT08AB3763	NT16AB0282	NT17AB0259	NT20ABA3737
NT08AB3764	NT16AB0281	NT17AB0258	NT20ABA3738
NT08AB3767	NT16AB0278	NT17AB0252	NT20ABA3741
NT08AB3768	NT16AB0277	NT17AB0250	NT20ABA3742
NT08AB3769	NT16AB0276	NT17AB0249	NT20ABA3743
NT08AB3770	NT16AB0275	NT17AB0246	NT20ABA3744
NT08AB3771	NT16AB0274	NT17AB0245	NT20ABA3745
NT08AB3772	NT16AB0273	NT17AB0244	NT20ABA3746
NT08AB3773	NT16AB0272	----------	NT20ABA3747
NT08AB3774	----------	NT17AB0243	----------
NT08AB3775	NT16AB0270	NT17AB0242	NT20ABA3749
NT08AB3776	----------	NT17AB0241	----------
NT08AB3777	NT16AB0268	NT17AB0240	NT20ABA3751
NT08AB3778	NT16AB0267	NT17AB0239	NT20ABA3752
NT08AB3779	NT16ABA0025	----------	----------
NT08AB3780	----------	----------	----------
NT08AB3781	----------	----------	----------
NT08AB3782	NT16AB0266	NT17AB0237	NT20ABA3753
NT08AB3783	NT16AB0265	NT17AB0236	NT20ABA3754
NT08AB3784	NT16AB0264	NT17AB0232	NT20ABA3755
NT08AB3785	----------	----------	----------
NT08AB3786	NT16AB0263	NT17AB0231	NT20ABA3756
NT08AB3787	NT16AB0262	NT17AB0230	NT20ABA3757
NT08AB3788	NT16AB0261	NT17AB0229	NT20ABA3758
NT08AB3789	NT16AB0260	NT17AB0227	NT20ABA3759
NT08AB3792	NT16AB0257	NT17AB0224	NT20ABA3762
NT08AB3793	NT16AB0256	NT17AB0223	NT20ABA3763
NT08AB3794	NT16AB0255	NT17AB0222	NT20ABA3764
NT08AB3795	NT16AB0254	NT17AB0221	NT20ABA3765
NT08AB3796	NT16AB0253	NT17AB0219	NT20ABA3767
NT08AB3797	NT16AB0252	NT17AB0218	NT20ABA3768
NT08AB3798	NT16AB0251	----------	NT20ABA3769
NT08AB3799	NT16AB0250	NT17AB0213	NT20ABA3770
NT08AB3800	----------	----------	----------
NT08AB3801	NT16AB0249	NT17AB0212	NT20ABA3771
NT08AB3802	NT16AB0248	NT17AB0211	NT20ABA3772
NT08AB3803	NT16AB0247	NT17AB0210	NT20ABA3773
NT08AB3804	NT16AB0246	NT17AB0209	NT20ABA3774
NT08AB3805	NT16AB0245	NT17AB0208	NT20ABA3775
NT08AB3806	NT16AB0244	----------	NT20ABA3776
NT08AB3807	NT16AB0243	NT17AB3144	NT20ABA3777
NT08AB3808	NT16AB0241	NT17AB3147	NT20ABA3779
NT08AB3809	NT16AB0240	NT17AB3148	NT20ABA3780
NT08AB3810	NT16AB0239	NT17AB3149	NT20ABA3781
NT08AB3811	NT16AB0238	NT17AB3150	NT20ABA3782
NT08AB3812	NT16AB0237	NT17AB3151	NT20ABA3784
NT08AB3814	----------	----------	----------
NT08AB3815	----------	----------	----------
NT08AB3816	----------	----------	----------
NT08AB3817	----------	----------	----------
NT08AB3818	----------	NT17AB3156	----------
NT08AB3819	NT16AB0233	----------	NT20ABA3788
NT08AB3820	NT16AB0232	----------	NT20ABA3789
NT08AB3821	NT16AB0231	----------	NT20ABA3790
NT08AB3822	----------	NT17ABA0003	----------
NT08AB3823	----------	NT17ABA0004	----------
NT08AB3824	----------	NT17ABA0005	----------
NT08AB3825	----------	NT17ABA0006	----------
NT08AB3826	NT16AB0229	----------	NT20ABA3792
NT08AB3827	NT16AB0228	----------	NT20ABA3793
NT08AB3828	NT16AB0227	NT17AB3161	NT20ABA3794
NT08AB3829	----------	----------	----------
NT08AB3830	NT16AB0226	NT17AB3162	NT20ABA3795
NT08AB3831	----------	----------	----------
NT08AB3832	NT16AB0225	NT17AB3163	NT20ABA3796
NT08AB3833	NT16AB0224	NT17AB3164	NT20ABA3797
NT08AB3834	----------	----------	----------
NT08AB3835	NT16AB0223	NT17AB3165	NT20ABA3798
NT08AB3836	NT16AB0222	NT17AB3169	NT20ABA3800
NT08AB3837	NT16AB0221	NT17AB3170	NT20ABA3799
NT08AB3838	NT16AB0220	NT17AB3171	NT20ABA3801
NT08AB3840	----------	----------	----------
NT08AB3841	NT16AB0217	NT17AB3174	NT20ABA3804
NT08AB3842	NT16AB0216	NT17AB3175	NT20ABA3805
NT08AB3843	NT16AB0215	NT17AB3176	NT20ABA3806
NT08AB3844	NT16AB0214	----------	NT20ABA3807
NT08AB3845	NT16AB0213	----------	NT20ABA3808
NT08AB3846	NT16AB0212	NT17AB3180	NT20ABA3809
NT08AB3847	NT16AB0211	NT17AB3181	NT20ABA3810
NT08AB3848	NT16AB0210	NT17AB3182	NT20ABA3811
NT08AB3849	NT16AB0209	NT17AB3183	NT20ABA3812
NT08AB3850	NT16AB0208	NT17AB3184	NT20ABA3813
NT08AB3851	NT16AB0207	NT17AB3185	NT20ABA3814
NT08AB3852	NT16AB0206	NT17AB3186	NT20ABA3815
NT08AB3853	NT16AB0205	NT17AB3187	NT20ABA3816
NT08AB3854	NT16AB0204	NT17AB3188	NT20ABA3817
NT08AB3855	NT16AB0203	NT17AB3189	NT20ABA3818
NT08AB3856	NT16AB0202	NT17AB3190	NT20ABA3819
NT08AB3857	NT16AB0201	NT17AB3194	NT20ABA3820
NT08AB3858	NT16AB0200	----------	NT20ABA3821
NT08AB3859	NT16AB0199	NT17AB3195	NT20ABA3822
NT08AB3860	NT16AB0198	NT17AB3196	NT20ABA3823
NT08AB3861	NT16AB0197	NT17AB3197	NT20ABA3824
NT08AB3862	NT16AB0196	NT17AB3198	NT20ABA3825
NT08AB3863	NT16AB0195	NT17AB3199	NT20ABA3826
NT08AB3864	NT16AB0192	NT17AB3200	NT20ABA3827
NT08AB3865	NT16AB0191	NT17AB3201	NT20ABA3828
NT08AB3866	NT16AB0190	----------	NT20ABA3829
NT08AB3867	NT16AB0189	NT17AB3219	NT20ABA3830
NT08AB3868	NT16AB0188	NT17AB3220	NT20ABA3831
NT08AB3869	NT16AB0187	NT17AB3221	NT20ABA3832
NT08AB3870	NT16AB0186	NT17AB3222	NT20ABA3833
NT08AB3871	NT16AB0185	NT17AB3223	NT20ABA3834
NT08AB3872	NT16AB0184	NT17AB3224	NT20ABA3835
NT08AB3873	NT16AB0183	NT17AB3225	NT20ABA3836
NT08AB3874	NT16AB0182	NT17AB3227	NT20ABA3837
NT08AB3875	NT16AB0181	NT17AB3228	NT20ABA3838
NT08AB3876	NT16AB0180	NT17AB3229	NT20ABA3839
NT08AB3877	----------	NT17AB3230	NT20ABA3841
NT08AB3878	NT16AB0179	NT17AB3231	NT20ABA3840
NT08AB3879	NT16AB0178	NT17AB3232	NT20ABA3843
NT08AB3880	NT16AB0177	NT17AB3233	NT20ABA3842
NT08AB3881	NT16AB0176	NT17AB3234	NT20ABA3844
NT08AB3882	NT16AB0175	NT17AB3235	NT20ABA3845
NT08AB3883	NT16AB0174	NT17AB3236	NT20ABA3846
NT08AB3884	NT16AB0173	----------	NT20ABA3847
NT08AB3885	NT16AB0172	NT17AB3237	NT20ABA3848
NT08AB3886	NT16AB0171	NT17AB3238	NT20ABA3849
NT08AB3887	NT16AB0170	NT17AB3239	NT20ABA3850
NT08AB3888	NT16AB0169	NT17AB3240	NT20ABA3851
NT08AB3889	NT16AB0168	NT17AB3241	NT20ABA3852
NT08AB3890	NT16AB0167	NT17AB3242	NT20ABA3853
NT08AB3891	NT16AB0166	NT17AB3243	NT20ABA3854
NT08AB3892	NT16AB0165	NT17AB3244	NT20ABA3855
NT08AB3893	NT16AB0163	NT17AB3246	NT20ABA3856
NT08AB3894	----------	----------	----------
NT08AB3895	NT16AB0162	NT17AB3248	NT20ABA3857
NT08AB3897	NT16AB0160	----------	NT20ABA3859
NT08AB3898	NT16AB0159	NT17AB3252	NT20ABA3860
NT08AB3899	NT16AB0158	NT17AB3253	NT20ABA3861
NT08AB3900	NT16AB0157	NT17AB3254	NT20ABA3862
NT08AB3901	NT16AB0156	NT17AB3255	NT20ABA3863
NT08AB3902	NT16AB0155	NT17AB3256	NT20ABA3865
NT08AB3903	NT16AB0154	NT17AB3257	NT20ABA3866
NT08AB3904	NT16AB0153	NT17AB3258	NT20ABA3867
NT08AB3905	NT16AB0152	NT17AB3259	NT20ABA3868
NT08AB3906	NT16AB0151	NT17AB3260	NT20ABA3869
NT08AB3907	NT16AB0150	NT17AB3261	NT20ABA3870
NT08AB3908	NT16AB0149	NT17AB3262	NT20ABA3871
NT08AB3909	NT16AB0148	NT17AB3263	NT20ABA3872
NT08AB3910	NT16AB0147	NT17AB3264	NT20ABA3873
NT08AB3911	NT16AB0146	NT17AB3268	NT20ABA3874
NT08AB3912	----------	----------	----------
NT08AB3913	NT16AB0145	NT17AB3269	NT20ABA3875
NT08AB3914	NT16AB0144	NT17AB3270	NT20ABA3876
NT08AB3915	NT16AB0142	NT17AB3272	NT20ABA3878
NT08AB3916	NT16AB0143	NT17AB3271	NT20ABA3877
NT08AB3917	NT16AB0141	NT17AB3273	NT20ABA3879
NT08AB3918	NT16AB0140	NT17AB3274	NT20ABA3881
NT08AB3919	NT16AB0139	NT17AB3275	NT20ABA3880
NT08AB3920	----------	----------	----------
NT08AB3921	NT16AB0138	NT17AB3276	NT20ABA3882
NT08AB3922	NT16AB0137	NT17AB3277	NT20ABA3883
NT08AB3923	NT16AB0136	NT17AB3278	NT20ABA3884
NT08AB3924	NT16AB0135	NT17AB3279	NT20ABA3885
NT08AB3925	NT16AB0134	NT17AB3280	NT20ABA3886
NT08AB3926	NT16AB0133	NT17AB3281	NT20ABA3887
NT08AB3927	NT16AB0132	NT17AB3282	NT20ABA3888
NT08AB3928	NT16AB0131	NT17AB3283	NT20ABA3889
NT08AB3929	NT16AB0130	NT17AB3287	NT20ABA3890
NT08AB3930	NT16AB0129	NT17AB3288	NT20ABA3891
NT08AB3931	NT16AB0128	NT17AB3289	NT20ABA3892
NT08AB3932	NT16AB0127	NT17AB3293	NT20ABA3893
NT08AB3933	NT16AB0126	NT17AB3294	NT20ABA3894
NT08AB3934	NT16AB0125	NT17AB3295	NT20ABA3895
NT08AB3935	NT16AB0122	----------	----------
NT08AB3936	----------	----------	----------
NT08AB3937	----------	----------	----------
NT08AB3938	NT16AB0124	NT17AB3296	NT20ABA3896
NT08AB3939	----------	----------	----------
NT08AB3940	----------	----------	----------
NT08AB3941	----------	----------	----------
NT08AB3942	----------	----------	----------
NT08AB3943	NT16AB0119	NT17AB3300	NT20ABA3901
NT08AB3944	NT16AB0118	NT17AB3301	NT20ABA3902
NT08AB3945	----------	----------	----------
NT08AB3946	NT16AB0117	NT17AB3302	NT20ABA3903
NT08AB3947	NT16AB0116	NT17AB3303	NT20ABA3904
NT08AB3948	NT16AB0115	NT17AB3304	NT20ABA3905
NT08AB3949	NT16AB0114	NT17AB3305	NT20ABA3906
NT08AB3950	NT16AB0113	NT17AB3306	NT20ABA3907
NT08AB3951	NT16AB0112	NT17AB3308	NT20ABA3908
NT08AB3952	NT16AB0111	NT17AB3309	NT20ABA3909
NT08AB3953	NT16AB0110	NT17AB3310	NT20ABA3910
NT08AB3954	----------	----------	----------
NT08AB3955	NT16AB0109	NT17AB3311	NT20ABA3911
NT08AB3956	NT16AB0108	NT17AB3312	NT20ABA3912
NT08AB3957	NT16AB0107	NT17AB3314	NT20ABA3913
NT08AB3958	NT16AB0106	NT17AB3315	NT20ABA3914
NT08AB3959	NT16AB0105	NT17AB3316	NT20ABA3915
NT08AB3960	NT16AB0104	NT17AB3317	NT20ABA3916
NT08AB3961	----------	NT17AB3318	----------
NT08AB3962	----------	NT17AB3319	----------
NT08AB3963	NT16AB0103	NT17AB3320	NT20ABA3917
NT08AB3964	NT16AB0102	NT17AB3358	NT20ABA3918
NT08AB3965	NT16AB0101	NT17AB3357	NT20ABA3919
NT08AB3966	NT16AB0100	NT17AB3356	NT20ABA3920
NT08AB3967	NT16AB0099	NT17AB3355	NT20ABA3921
NT08AB3968	NT16AB0098	NT17AB3354	NT20ABA3922
NT08AB3969	NT16AB0097	NT17AB3353	NT20ABA3923
NT08AB3970	NT16AB0096	NT17AB3352	NT20ABA3924
NT08AB3971	NT16AB0095	NT17AB3351	NT20ABA3925
NT08AB3972	NT16AB0094	----------	NT20ABA3927
NT08AB3973	NT16AB0093	NT17AB3350	NT20ABA3926
NT08AB3974	NT16AB0092	NT17AB3349	NT20ABA3928
NT08AB3975	----------	----------	----------
NT08AB3976	NT16AB0091	NT17AB3348	NT20ABA3929
NT08AB3977	----------	----------	----------
NT08AB3978	NT16AB0087	----------	NT20ABA3936
NT08AB3979	----------	----------	----------
NT08AB3980	NT16AB0086	NT17AB3324	NT20ABA3937
NT08AB3981	----------	----------	----------
NT08AB3982	NT16AB0085	NT17AB3323	NT20ABA3938
NT08AB3983	NT16AB0084	NT17AB3360	NT20ABA3939
NT08AB3984	----------	----------	----------
NT08AB3985	NT16AB0083	NT17AB3361	NT20ABA3940
NT08AB3986	NT16AB0082	NT17AB3362	NT20ABA3941
NT08AB3987	NT16AB0081	NT17AB3363	NT20ABA3942
NT08AB3988	NT16AB0080	NT17AB3364	NT20ABA3943
NT08AB3989	----------	----------	----------
NT08AB3990	NT16AB0079	NT17AB3365	NT20ABA3944
NT08AB3991	NT16AB0078	NT17AB3366	NT20ABA3945
NT08AB3992	NT16AB0077	NT17AB3367	NT20ABA3946
NT08AB3993	NT16AB0076	NT17AB3368	NT20ABA3947
NT08AB3994	NT16AB0075	NT17AB3371	NT20ABA3948
NT08AB3995	NT16AB0074	NT17AB3372	NT20ABA3949
NT08AB3996	NT16AB0073	NT17AB3373	NT20ABA3950
NT08AB3997	NT16AB0072	NT17AB3374	NT20ABA3951
NT08AB3998	NT16AB0071	NT17AB3375	NT20ABA3952
NT08AB3999	NT16AB0070	NT17AB3376	NT20ABA3953
NT08AB4000	NT16AB0069	NT17AB3377	NT20ABA3954
NT08AB4001	NT16AB0068	NT17AB3378	NT20ABA3955
NT08AB4002	NT16AB0067	NT17AB3379	NT20ABA3956
NT08AB4003	NT16AB0066	NT17AB3381	NT20ABA3957
NT08AB4004	NT16AB0065	NT17AB3384	NT20ABA3958
NT08AB4005	NT16AB0064	NT17AB3385	NT20ABA3959
NT08AB4006	NT16AB0063	NT17AB3386	NT20ABA3960
NT08AB4007	NT16AB0062	NT17AB3387	NT20ABA3961
NT08AB4008	NT16AB0061	NT17AB3388	NT20ABA3962
NT08AB4009	----------	----------	----------
NT08AB4010	NT16AB0060	----------	NT20ABA3963
NT08AB4011	NT16AB0059	NT17AB3390	NT20ABA3964
NT08AB4012	NT16AB0058	NT17AB3392	NT20ABA3965
NT08AB4013	NT16AB0057	NT17AB3393	NT20ABA3966
NT08AB4014	NT16AB0056	NT17AB3394	NT20ABA3967
NT08AB4015	NT16AB0055	NT17AB3396	NT20ABA3968
NT08AB4016	NT16AB0054	NT17AB3397	NT20ABA3969
NT08AB4017	NT16AB0053	NT17AB3398	NT20ABA3970
NT08AB4018	NT16AB0052	NT17AB3399	NT20ABA3971
NT08AB4019	NT16AB0051	NT17AB3400	NT20ABA3972
NT08AB4020	NT16AB0050	NT17AB3401	NT20ABA3973
NT08AB4021	NT16AB0049	NT17AB3402	NT20ABA3974
NT08AB4022	NT16AB0048	NT17AB3403	NT20ABA3975
NT08AB4023	NT16AB0047	NT17AB3404	NT20ABA3977
NT08AB4024	NT16AB0046	----------	NT20ABA3976
NT08AB4025	NT16AB0045	NT17AB3405	NT20ABA3979
NT08AB4026	NT16AB0044	NT17AB3406	NT20ABA3978
NT08AB4027	NT16AB0043	NT17AB3407	NT20ABA3980
NT08AB4028	NT16AB0042	NT17AB3408	NT20ABA3981
NT08AB4029	NT16AB0041	NT17AB3409	NT20ABA3982
NT08AB4030	NT16AB0040	NT17AB3410	NT20ABA3983
NT08AB4031	NT16AB0039	NT17AB3411	NT20ABA3984
NT08AB4032	NT16AB0038	NT17AB3412	NT20ABA3985
NT08AB4033	NT16AB0037	NT17AB3413	NT20ABA3986
NT08AB4034	NT16AB0036	NT17AB3414	NT20ABA3987
NT08AB4035	----------	----------	----------
NT08AB4036	NT16AB0035	NT17AB3415	NT20ABA3988
NT08AB4037	NT16AB0034	NT17AB3416	NT20ABA3989
NT08AB4038	NT16AB0033	NT17AB3417	NT20ABA3990
NT08AB4039	NT16AB0032	NT17AB3419	NT20ABA3991
NT08AB4040	----------	----------	----------
NT08AB4041	NT16AB0031	NT17AB3420	NT20ABA3992
NT08AB4042	NT16AB0030	NT17AB3421	NT20ABA3993
NT08AB4043	NT16AB0029	NT17AB3422	NT20ABA3994
NT08AB4044	NT16AB0028	NT17AB3423	NT20ABA3995
NT08AB4045	NT16AB0027	NT17AB3424	NT20ABA3996
NT08AB4046	NT16AB0026	NT17AB3425	NT20ABA3997
NT08AB4047	NT16AB0025	NT17AB3426	NT20ABA3998
NT08AB4048	NT16AB0024	NT17AB3427	NT20ABA3999
NT08AB4049	NT16AB0023	----------	NT20ABA4000
NT08AB4050	NT16AB0022	NT17AB3429	NT20ABA4001
NT08AB4051	NT16AB0021	NT17AB3430	NT20ABA4002
NT08ABA0001	----------	NT17ABB0001	----------
NT08ABA0002	----------	----------	----------
NT08ABA0003	----------	----------	----------
NT08ABA0004	----------	----------	----------
NT08ABA0005	----------	----------	----------
NT08ABA0006	----------	----------	----------
NT08ABA0007	----------	----------	----------
NT08ABA0008	NT16ABA0040	----------	----------
NT08ABA0009	NT16ABA0039	----------	----------
NT08ABA0010	----------	NT17AB3326	NT20ABA0291
NT08ABA0011	----------	----------	----------
NT08ABA0012	NT16AB0370	----------	NT20ABA3650
NT08ABA0013	NT16ABA0046	----------	----------
NT08ABA0014	NT16ABA0045	----------	----------
NT08ABA0015	NT16ABA0050	----------	----------
NT08ABA0016	NT16ABA0048	----------	----------
NT08ABA0017	----------	----------	----------
NT08ABB0001	NT16ABB0002	NT17ABC0002	NT20ABA4008
NT08ABB0002	NT16ABB0003	NT17ABA0002	NT20ABA4009
NT08ABB0003	----------	----------	----------
NT08ABB0004	NT16ABA0042	----------	----------
NT08ABB0005	NT16ABA0043	----------	----------
NT08ABB0006	----------	----------	----------
NT08ABB0007	----------	----------	----------
NT08ABB0008	NT16ABB0005	----------	NT20ABA4011
NT08ABB0009	NT16ABB0006	----------	NT20ABA4012
NT08ABB0010	NT16ABB0007	----------	NT20ABA4013
NT08ABB0011	----------	----------	----------
NT08ABB0012	NT16ABB0009	----------	NT20ABA4015
NT08ABB0013	NT16ABB0010	NT17ABA0035	NT20ABA4016
----------	NT16AB0015	----------	----------
----------	NT16AB0088	NT17ABA0018	NT20ABA3935
----------	NT16AB0089	----------	NT20ABA3933
----------	NT16AB0090	----------	NT20ABA3932
