NT08AB0001	NT16AB0001 (99.78%)	NT17AB0001 (99.26%)	NT20ABA0020 (99.78%)
NT08AB2765	NT16AB1158 (100.00%)	NT17AB1133 (59.41%)	NT20ABA2807 (100.00%)
NT08AB2766	NT16AB1157 (99.11%)	NT17AB1131 (99.03%)	NT20ABA2808 (99.33%)
NT08AB2767	NT16AB1156 (99.50%)	NT17AB1130 (98.51%)	NT20ABA2809 (99.50%)
NT08AB2768	NT16AB1155 (95.45%)		NT20ABA2810 (95.45%)
NT08AB2769	NT16AB1154 (100.00%)	NT17AB1129 (99.79%)	NT20ABA2811 (100.00%)
NT08AB2770	NT16AB1153 (100.00%)	NT17AB1128 (100.00%)	NT20ABA2812 (100.00%)
NT08AB2771			
NT08AB2772	NT16AB1152 (99.08%)	NT17AB1124 (98.53%)	NT20ABA2813 (99.08%)
NT08AB2773	NT16AB1151 (100.00%)	NT17AB1122 (100.00%)	NT20ABA2814 (100.00%)
NT08AB2774	NT16AB1150 (98.88%)	NT17AB1121 (98.72%)	NT20ABA2815 (98.88%)
NT08AB2775	NT16AB1149 (99.78%)	NT17AB1120 (99.35%)	NT20ABA2816 (99.78%)
NT08AB2776	NT16AB1148 (99.28%)	NT17AB1119 (98.92%)	NT20ABA2817 (99.28%)
NT08AB2777	NT16AB1147 (98.75%)	NT17AB1118 (98.75%)	NT20ABA2818 (98.75%)
NT08AB2778	NT16AB1146 (100.00%)	NT17AB1117 (99.71%)	NT20ABA2821 (100.00%)
NT08AB2779	NT16AB1145 (100.00%)	NT17AB1116 (99.87%)	NT20ABA2822 (100.00%)
NT08AB2780	NT16AB1144 (99.76%)	NT17AB1115 (99.27%)	NT20ABA2823 (99.76%)
NT08AB2781	NT16AB1143 (99.62%)	NT17AB1114 (99.62%)	NT20ABA2824 (99.62%)
NT08AB2782			
NT08AB2783	NT16AB1142 (100.00%)	NT17AB1113 (100.00%)	NT20ABA2825 (99.60%)
NT08AB2784	NT16AB1141 (100.00%)	NT17AB1112 (100.00%)	NT20ABA2826 (100.00%)
NT08AB2788	NT16AB1136 (98.64%)	NT17AB1109 (99.13%)	NT20ABA2830 (98.64%)
NT08AB2789	NT16AB1135 (100.00%)	NT17AB1108 (100.00%)	NT20ABA2831 (100.00%)
NT08AB2790	NT16AB1134 (97.32%)	NT17AB1107 (52.71%)	NT20ABA2832 (97.32%)
NT08AB2791	NT16AB1133 (100.00%)	NT17AB1106 (99.32%)	NT20ABA2833 (100.00%)
NT08AB2792	NT16AB1132 (100.00%)		NT20ABA2834 (100.00%)
NT08AB2793			
NT08AB2794	NT16AB1131 (98.64%)	NT17AB1105 (98.29%)	NT20ABA2835 (98.64%)
NT08AB2795	NT16AB1130 (99.22%)		NT20ABA2836 (99.22%)
NT08AB2796	NT16AB1129 (96.83%)		NT20ABA2837 (96.01%)
NT08AB2797	NT16AB1128 (99.48%)	NT17AB1100 (98.27%)	NT20ABA2838 (98.84%)
NT08AB2798	NT16AB1127 (98.11%)	NT17AB1099 (97.55%)	NT20ABA2839 (98.11%)
NT08AB2799			
NT08AB2800	NT16AB1126 (97.82%)	NT17AB1096 (97.61%)	NT20ABA2840 (97.82%)
NT08AB2801	NT16AB1125 (100.00%)	NT17AB1095 (99.39%)	NT20ABA2841 (100.00%)
NT08AB2802	NT16AB1124 (100.00%)	NT17AB1094 (99.25%)	NT20ABA2842 (100.00%)
NT08AB2803	NT16AB1123 (99.57%)	NT17AB1093 (96.54%)	NT20ABA2843 (99.57%)
NT08AB2804	NT16AB1122 (98.78%)	NT17AB1092 (98.47%)	NT20ABA2844 (98.78%)
NT08AB2805			
NT08AB2806	NT16AB1121 (95.37%)	NT17AB1091 (94.95%)	NT20ABA2845 (95.37%)
NT08AB2807	NT16AB1120 (97.60%)	NT17AB1090 (95.59%)	NT20ABA2846 (97.39%)
NT08AB2808	NT16AB1119 (99.46%)	NT17AB1089 (100.00%)	NT20ABA2847 (99.46%)
NT08AB2809	NT16AB1116 (98.96%)		NT20ABA2848 (99.22%)
NT08AB2810	NT16AB1115 (99.37%)	NT17AB1087 (98.89%)	NT20ABA2849 (99.37%)
NT08AB2811	NT16AB1114 (98.48%)	NT17AB1085 (100.00%)	NT20ABA2850 (98.48%)
NT08AB2812	NT16AB1113 (98.86%)	NT17AB1084 (99.24%)	NT20ABA2851 (98.86%)
NT08AB2813	NT16AB1112 (99.16%)	NT17AB1083 (99.72%)	NT20ABA2852 (99.16%)
NT08AB2814	NT16AB1111 (100.00%)	NT17AB1082 (99.04%)	NT20ABA2853 (100.00%)
NT08AB2815	NT16AB1110 (98.20%)		NT20ABA2854 (98.20%)
NT08AB2816	NT16AB1109 (95.22%)		NT20ABA2855 (95.22%)
NT08AB2817	NT16AB1108 (97.54%)		NT20ABA2856 (97.54%)
NT08AB2818	NT16AB1107 (97.55%)		NT20ABA2857 (97.55%)
NT08AB2819			
NT08AB2820			
NT08AB2821	NT16AB1106 (98.83%)		NT20ABA2858 (98.83%)
NT08AB2822	NT16AB1105 (94.12%)		NT20ABA2859 (94.12%)
NT08AB2823	NT16AB1104 (99.48%)		NT20ABA2860 (99.48%)
NT08AB2824	NT16AB1103 (98.96%)		NT20ABA2861 (98.96%)
NT08AB2825	NT16AB1102 (97.97%)		NT20ABA2862 (97.97%)
NT08AB2826			
NT08AB2827	NT16AB1101 (97.31%)		NT20ABA2863 (97.15%)
NT08AB2828	NT16AB1100 (99.54%)		NT20ABA2864 (99.54%)
NT08AB2829	NT16AB1099 (58.16%)		NT20ABA2865 (58.16%)
NT08AB2830	NT16AB1098 (99.69%)		NT20ABA2866 (99.69%)
NT08AB2831	NT16AB1097 (99.61%)		NT20ABA2867 (99.61%)
NT08AB2832	NT16AB1096 (99.04%)		NT20ABA2868 (99.04%)
NT08AB2833	NT16AB1095 (99.36%)		NT20ABA2869 (99.36%)
NT08AB2834	NT16AB1094 (100.00%)		NT20ABA2870 (100.00%)
NT08AB2835	NT16AB1093 (96.75%)		NT20ABA2871 (96.15%)
NT08AB2836	NT16AB1092 (95.93%)		NT20ABA2872 (95.93%)
NT08AB2837	NT16AB1091 (99.52%)		NT20ABA2874 (99.52%)
NT08AB2838	NT16AB1090 (98.60%)		NT20ABA2873 (98.60%)
NT08AB2839			
NT08AB2840	NT16AB1089 (98.45%)		NT20ABA2875 (98.31%)
NT08AB2841	NT16AB1088 (98.68%)		NT20ABA2877 (98.68%)
NT08AB2842			
NT08AB2843	NT16AB1086 (94.06%)		NT20ABA2879 (94.06%)
NT08AB2844	NT16AB1085 (100.00%)		NT20ABA2880 (100.00%)
NT08AB2845	NT16AB1084 (96.72%)		NT20ABA2881 (96.72%)
NT08AB2846			
NT08AB2847			
NT08AB2848			NT20ABA0108 (28.89%)
NT08AB2849			
NT08AB2850			
NT08AB2851			
NT08AB2852			
NT08AB2853			
NT08AB2854	NT16AB1738 (52.30%)		NT20ABA2194 (52.30%)
NT08AB2855	NT16AB1737 (37.08%)		NT20ABA2195 (37.08%)
NT08AB2856			
NT08AB2857			
NT08AB2858			
NT08AB2859			
NT08AB2860			
NT08AB2861			
NT08AB2862	NT16AB0835 (41.35%)	NT17AB0771 (40.87%)	NT20ABA3137 (41.35%)
NT08AB2863			
NT08AB2865	NT16AB1066 (96.00%)	NT17AB1078 (100.00%)	NT20ABA2899 (96.00%)
NT08AB2866			
NT08AB2867	NT16AB1065 (98.98%)	NT17AB1077 (98.64%)	NT20ABA2900 (98.98%)
NT08AB2868			
NT08AB2869	NT16AB1064 (100.00%)	NT17AB1076 (100.00%)	NT20ABA2901 (100.00%)
NT08AB2870	NT16AB1063 (100.00%)	NT17AB1075 (99.70%)	NT20ABA2902 (100.00%)
NT08AB2871	NT16AB1062 (100.00%)	NT17AB1074 (95.14%)	NT20ABA2903 (100.00%)
NT08AB2872	NT16AB1061 (98.58%)		NT20ABA2905 (97.81%)
NT08AB2873	NT16AB1060 (100.00%)	NT17AB1070 (100.00%)	NT20ABA2906 (100.00%)
NT08AB2874			
NT08AB2875	NT16AB1059 (99.47%)	NT17AB1069 (99.47%)	NT20ABA2907 (99.47%)
NT08AB2877	NT16AB1057 (100.00%)	NT17AB1067 (99.21%)	NT20ABA2909 (100.00%)
NT08AB2878	NT16AB1056 (98.63%)	NT17AB1066 (98.77%)	NT20ABA2910 (98.63%)
NT08AB2879			
NT08AB2880	NT16AB1055 (99.72%)	NT17AB1065 (99.15%)	NT20ABA2911 (99.72%)
NT08AB2881			
NT08AB2882	NT16AB1054 (99.68%)	NT17AB1064 (99.68%)	NT20ABA2912 (99.68%)
NT08AB2883	NT16AB1053 (100.00%)	NT17AB1063 (99.61%)	NT20ABA2913 (100.00%)
NT08AB2884	NT16AB1052 (99.61%)	NT17AB1062 (98.82%)	NT20ABA2914 (99.61%)
NT08AB2885	NT16AB1051 (99.07%)	NT17AB1061 (99.07%)	NT20ABA2915 (98.13%)
NT08AB2886	NT16AB1050 (99.29%)	NT17AB1060 (97.86%)	NT20ABA2916 (99.29%)
NT08AB2887	NT16AB1049 (100.00%)	NT17AB1059 (100.00%)	NT20ABA2917 (100.00%)
NT08AB2888	NT16AB1048 (100.00%)	NT17AB1058 (98.90%)	NT20ABA2918 (100.00%)
NT08AB2889	NT16AB1047 (99.38%)	NT17AB1057 (99.38%)	NT20ABA2919 (99.38%)
NT08AB2890			
NT08AB2891	NT16AB1046 (100.00%)	NT17AB1056 (99.37%)	NT20ABA2920 (100.00%)
NT08AB2892	NT16AB1045 (99.59%)	NT17AB1055 (99.18%)	NT20ABA2921 (99.59%)
NT08AB2893	NT16AB1044 (99.57%)	NT17AB1054 (100.00%)	NT20ABA2922 (99.53%)
NT08AB2894	NT16AB1043 (97.60%)	NT17AB1053 (97.60%)	NT20ABA2923 (97.60%)
NT08AB2895	NT16AB1042 (70.91%)	NT17AB1052 (70.50%)	NT20ABA2924 (70.78%)
NT08AB2896	NT16AB1041 (99.69%)	NT17AB1036 (100.00%)	NT20ABA2925 (99.69%)
NT08AB2897	NT16AB1040 (100.00%)	NT17AB1035 (100.00%)	NT20ABA2926 (100.00%)
NT08AB2898	NT16AB1039 (100.00%)	NT17AB1034 (99.34%)	NT20ABA2927 (100.00%)
NT08AB2899	NT16AB1038 (100.00%)	NT17AB1033 (99.78%)	NT20ABA2928 (100.00%)
NT08AB2900	NT16AB1037 (99.71%)	NT17AB1032 (100.00%)	NT20ABA2929 (99.71%)
NT08AB2901	NT16AB1036 (99.25%)	NT17AB1031 (99.32%)	NT20ABA2930 (99.25%)
NT08AB2902			
NT08AB2903	NT16AB1035 (99.83%)	NT17AB1029 (99.20%)	NT20ABA2931 (99.83%)
NT08AB2904	NT16AB1034 (100.00%)	NT17AB1028 (98.14%)	NT20ABA2932 (100.00%)
NT08AB2905	NT16AB1033 (98.95%)	NT17AB1026 (98.86%)	NT20ABA2933 (99.16%)
NT08AB2906	NT16AB1032 (99.61%)	NT17AB1025 (99.80%)	NT20ABA2934 (99.61%)
NT08AB2907	NT16AB1031 (99.78%)	NT17AB1024 (100.00%)	NT20ABA2935 (99.78%)
NT08AB2908	NT16AB1030 (100.00%)	NT17AB1023 (100.00%)	NT20ABA2936 (100.00%)
NT08AB2909		NT17AB1022 (98.95%)	
NT08AB2910		NT17AB1019 (98.58%)	
NT08AB2911	NT16AB1025 (100.00%)	NT17AB1018 (99.73%)	NT20ABA2939 (100.00%)
NT08AB2912	NT16AB1024 (99.72%)	NT17AB1017 (99.44%)	NT20ABA2940 (99.55%)
NT08AB2913			NT20ABA2944 (100.00%)
NT08AB2914	NT16AB1023 (100.00%)	NT17AB1016 (99.57%)	NT20ABA2943 (100.00%)
NT08AB2915	NT16AB1022 (99.70%)	NT17AB1014 (96.92%)	NT20ABA2945 (99.70%)
NT08AB2916	NT16AB1021 (99.47%)	NT17AB1012 (99.58%)	NT20ABA2946 (99.47%)
NT08AB2917	NT16AB1020 (99.53%)	NT17AB1011 (100.00%)	NT20ABA2947 (99.53%)
NT08AB2918	NT16AB1019 (97.01%)	NT17AB1010 (97.63%)	NT20ABA2948 (97.01%)
NT08AB2919	NT16AB1018 (100.00%)	NT17AB1009 (99.31%)	NT20ABA2949 (100.00%)
NT08AB2920	NT16AB1017 (99.51%)	NT17AB1008 (98.52%)	NT20ABA2950 (99.51%)
NT08AB2921	NT16AB1006 (99.20%)	NT17AB1007 (98.40%)	NT20ABA2961 (99.20%)
NT08AB2922	NT16AB1005 (98.36%)	NT17AB1005 (96.35%)	NT20ABA2962 (98.36%)
NT08AB2923	NT16AB1004 (99.52%)	NT17AB1003 (98.57%)	NT20ABA2963 (99.52%)
NT08AB2924	NT16AB1003 (100.00%)	NT17AB1002 (99.21%)	NT20ABA2964 (100.00%)
NT08AB2925	NT16AB1002 (99.02%)	NT17AB1001 (98.16%)	NT20ABA2965 (99.02%)
NT08AB2926	NT16AB1001 (99.26%)	NT17AB1000 (99.63%)	NT20ABA2966 (99.26%)
NT08AB2927	NT16AB1000 (99.78%)	NT17AB0999 (99.57%)	NT20ABA2967 (99.78%)
NT08AB2928	NT16AB0999 (99.32%)	NT17AB0998 (99.32%)	NT20ABA2968 (98.84%)
NT08AB2929	NT16AB0998 (98.47%)	NT17AB0997 (96.43%)	NT20ABA2969 (98.47%)
NT08AB2930	NT16AB0997 (95.12%)		NT20ABA2970 (95.12%)
NT08AB2931	NT16AB0996 (97.79%)		NT20ABA2971 (97.79%)
NT08AB2932			NT20ABA2972 (100.00%)
NT08AB2933	NT16AB0995 (99.76%)	NT17AB0995 (97.07%)	NT20ABA2973 (99.76%)
NT08AB2934	NT16AB0994 (100.00%)	NT17AB0944 (99.55%)	NT20ABA2974 (100.00%)
NT08AB2935	NT16AB0993 (99.87%)	NT17AB0943 (100.00%)	NT20ABA2975 (99.87%)
NT08AB2936	NT16AB0992 (99.47%)	NT17AB0942 (99.47%)	NT20ABA2976 (99.65%)
NT08AB2937	NT16AB0991 (100.00%)	NT17AB0941 (99.54%)	NT20ABA2977 (100.00%)
NT08AB2938	NT16AB0990 (99.07%)	NT17AB0938 (98.70%)	NT20ABA2978 (99.30%)
NT08AB2939	NT16AB0989 (100.00%)	NT17AB0937 (100.00%)	NT20ABA2979 (100.00%)
NT08AB2940	NT16AB0988 (97.71%)	NT17AB0936 (96.27%)	NT20ABA2980 (97.89%)
NT08AB2941	NT16AB0987 (100.00%)		NT20ABA2982 (100.00%)
NT08AB2942	NT16AB0986 (98.99%)		NT20ABA2983 (98.99%)
NT08AB2943	NT16AB0985 (99.76%)		NT20ABA2984 (99.76%)
NT08AB2944	NT16AB0984 (95.61%)		NT20ABA2985 (95.61%)
NT08AB2945			
NT08AB2946	NT16AB0983 (98.67%)		NT20ABA2986 (98.19%)
NT08AB2947	NT16AB0982 (98.41%)		NT20ABA2987 (98.41%)
NT08AB2948			
NT08AB2949	NT16AB0981 (98.72%)		NT20ABA2988 (98.72%)
NT08AB2950	NT16AB0980 (99.14%)	NT17AB0933 (99.14%)	NT20ABA2989 (99.14%)
NT08AB2951	NT16AB0979 (98.85%)	NT17AB0932 (98.28%)	NT20ABA2990 (98.85%)
NT08AB2952	NT16AB0978 (99.71%)	NT17AB0931 (99.34%)	NT20ABA2991 (99.71%)
NT08AB2953	NT16AB0977 (100.00%)	NT17AB0930 (100.00%)	NT20ABA2992 (100.00%)
NT08AB2954	NT16AB0976 (97.25%)	NT17AB0929 (97.25%)	NT20ABA2993 (97.25%)
NT08AB2955	NT16AB0975 (100.00%)	NT17AB0928 (99.30%)	NT20ABA2994 (100.00%)
NT08AB2956	NT16AB0974 (100.00%)	NT17AB0927 (99.51%)	NT20ABA2995 (100.00%)
NT08AB2957	NT16AB0973 (99.29%)	NT17AB0924 (99.48%)	NT20ABA2996 (99.48%)
NT08AB2958	NT16AB0972 (97.50%)		
NT08AB2959	NT16AB0971 (99.59%)	NT17AB0923 (98.77%)	NT20ABA2997 (99.59%)
NT08AB2960	NT16AB0970 (99.79%)	NT17AB0922 (99.79%)	NT20ABA2998 (99.79%)
NT08AB2961	NT16AB0969 (99.36%)	NT17AB0920 (97.24%)	NT20ABA2999 (99.36%)
NT08AB2962	NT16AB0968 (100.00%)	NT17AB0919 (98.97%)	NT20ABA3000 (100.00%)
NT08AB2963	NT16AB0967 (99.85%)	NT17AB0918 (99.41%)	NT20ABA3001 (99.85%)
NT08AB2964	NT16AB0966 (100.00%)	NT17AB0917 (99.16%)	NT20ABA3002 (100.00%)
NT08AB2965	NT16AB0965 (98.33%)	NT17AB0916 (98.05%)	NT20ABA3003 (98.33%)
NT08AB2966	NT16AB0964 (100.00%)	NT17AB0915 (98.31%)	NT20ABA3004 (100.00%)
NT08AB2967	NT16AB0963 (99.76%)	NT17AB0914 (99.76%)	NT20ABA3005 (99.76%)
NT08AB2968			
NT08AB2969			
NT08AB2970	NT16AB0962 (97.79%)	NT17AB0913 (97.98%)	NT20ABA3006 (97.79%)
NT08AB2971	NT16AB0961 (100.00%)	NT17AB0912 (94.05%)	NT20ABA3007 (100.00%)
NT08AB2972	NT16AB0960 (97.18%)	NT17AB0909 (97.89%)	NT20ABA3008 (97.18%)
NT08AB2974	NT16AB0958 (100.00%)	NT17AB0907 (99.21%)	NT20ABA3010 (100.00%)
NT08AB2975	NT16AB0957 (100.00%)	NT17AB0904 (99.51%)	NT20ABA3011 (100.00%)
NT08AB2976	NT16AB0956 (100.00%)	NT17AB0903 (99.17%)	NT20ABA3012 (99.59%)
NT08AB2977	NT16AB0955 (98.68%)	NT17AB0902 (97.33%)	NT20ABA3013 (98.73%)
NT08AB2978	NT16AB0954 (100.00%)	NT17AB0901 (100.00%)	NT20ABA3014 (100.00%)
NT08AB2979	NT16AB0953 (100.00%)	NT17AB0900 (99.71%)	NT20ABA3015 (100.00%)
NT08AB2980	NT16AB0952 (100.00%)	NT17AB0899 (99.35%)	NT20ABA3016 (100.00%)
NT08AB2981	NT16AB0951 (100.00%)	NT17AB0898 (99.01%)	NT20ABA3017 (100.00%)
NT08AB2982	NT16AB0950 (100.00%)	NT17AB0897 (99.27%)	NT20ABA3018 (100.00%)
NT08AB2983	NT16AB0949 (100.00%)	NT17AB0896 (99.67%)	NT20ABA3019 (100.00%)
NT08AB2984			
NT08AB2985	NT16AB0948 (100.00%)	NT17AB0895 (99.33%)	NT20ABA3020 (99.33%)
NT08AB2986	NT16AB0947 (100.00%)	NT17AB0893 (99.78%)	NT20ABA3021 (100.00%)
NT08AB2987	NT16AB0946 (99.45%)	NT17AB0892 (99.63%)	NT20ABA3022 (99.45%)
NT08AB2988	NT16AB0945 (99.28%)	NT17AB0891 (99.28%)	NT20ABA3023 (99.28%)
NT08AB2989	NT16AB0944 (98.49%)	NT17AB0890 (99.50%)	NT20ABA3024 (98.49%)
NT08AB2990	NT16AB0943 (99.72%)	NT17AB0889 (99.44%)	NT20ABA3025 (99.72%)
NT08AB2991	NT16AB0942 (98.60%)	NT17AB0888 (98.60%)	NT20ABA3026 (98.60%)
NT08AB2992	NT16AB0941 (100.00%)	NT17AB0887 (99.12%)	NT20ABA3027 (100.00%)
NT08AB2993			
NT08AB2994	NT16AB0940 (97.56%)		NT20ABA3030 (97.56%)
NT08AB2995	NT16AB0939 (99.50%)	NT17AB0886 (98.86%)	NT20ABA3028 (99.50%)
NT08AB2996	NT16AB0938 (99.62%)	NT17AB0885 (98.89%)	NT20ABA3029 (99.62%)
NT08AB2997	NT16AB0937 (99.66%)	NT17AB0884 (99.21%)	NT20ABA3031 (99.66%)
NT08AB2998	NT16AB0936 (100.00%)	NT17AB0883 (99.15%)	NT20ABA3032 (100.00%)
NT08AB2999	NT16AB0935 (100.00%)	NT17AB0882 (100.00%)	NT20ABA3033 (100.00%)
NT08AB3000	NT16AB0934 (78.54%)	NT17AB0881 (78.80%)	NT20ABA3034 (78.54%)
NT08AB3001	NT16AB0933 (100.00%)	NT17AB0880 (99.63%)	NT20ABA3035 (100.00%)
NT08AB3002	NT16AB0932 (99.28%)	NT17AB0879 (100.00%)	NT20ABA3036 (100.00%)
NT08AB3003			
NT08AB3004	NT16AB0931 (100.00%)	NT17AB0878 (99.10%)	NT20ABA3037 (100.00%)
NT08AB3005	NT16AB0930 (100.00%)	NT17AB0877 (100.00%)	NT20ABA3038 (100.00%)
NT08AB3006	NT16AB0929 (99.49%)	NT17AB0874 (98.35%)	NT20ABA3039 (99.49%)
NT08AB3007	NT16AB0928 (99.35%)	NT17AB0873 (98.50%)	NT20ABA3040 (99.35%)
NT08AB3008	NT16AB0927 (95.77%)	NT17AB0872 (98.41%)	NT20ABA3041 (95.77%)
NT08AB3009	NT16AB0926 (100.00%)	NT17AB0871 (99.52%)	NT20ABA3042 (100.00%)
NT08AB3010	NT16AB0925 (100.00%)	NT17AB0868 (99.05%)	NT20ABA3044 (100.00%)
NT08AB3011	NT16AB0924 (98.87%)	NT17AB0870 (96.24%)	NT20ABA3043 (98.87%)
NT08AB3012	NT16AB0923 (97.56%)	NT17AB0867 (100.00%)	NT20ABA3045 (97.56%)
NT08AB3013			
NT08AB3014		NT17AB3347 (89.80%)	
NT08AB3015		NT17AB3346 (92.67%)	
NT08AB3016		NT17AB3345 (93.43%)	
NT08AB3017		NT17AB3344 (84.97%)	
NT08AB3018			
NT08AB3019		NT17ABB0023 (88.71%)	
NT08AB3020			
NT08AB3021			
NT08AB3022		NT17AB3343 (86.96%)	
NT08AB3023			
NT08AB3024			
NT08AB3025			
NT08AB3026			
NT08AB3027			
NT08AB3028			
NT08AB3029			
NT08AB3030			
NT08AB3031			
NT08AB3032			
NT08AB3033			
NT08AB3034			
NT08AB3035			
NT08AB3036			
NT08AB3037			
NT08AB3038			
NT08AB3039			
NT08AB3040			
NT08AB3041			
NT08AB3042			
NT08AB3043			
NT08AB3044			
NT08AB3045			
NT08AB3046	NT16AB1873 (42.44%)		NT20ABA2026 (40.16%)
NT08AB3047	NT16AB1872 (48.31%)		NT20ABA2027 (48.31%)
NT08AB3048			
NT08AB3049			
NT08AB3050	NT16AB2850 (62.81%)		NT20ABA1010 (62.81%)
NT08AB3051			
NT08AB3052			
NT08AB3053	NT16AB0922 (99.15%)	NT17AB0866 (99.43%)	NT20ABA3046 (99.15%)
NT08AB3054	NT16AB0921 (99.77%)	NT17AB0865 (99.69%)	NT20ABA3047 (99.77%)
NT08AB3055	NT16AB0920 (99.78%)	NT17AB0864 (99.75%)	NT20ABA3048 (99.78%)
NT08AB3056	NT16AB0919 (100.00%)	NT17AB0863 (98.86%)	NT20ABA3049 (100.00%)
NT08AB3057	NT16AB0918 (100.00%)	NT17AB0862 (100.00%)	NT20ABA3050 (100.00%)
NT08AB3058	NT16AB0917 (97.30%)	NT17AB0860 (98.25%)	NT20ABA3051 (97.30%)
NT08AB3059	NT16AB0916 (100.00%)	NT17AB0859 (100.00%)	NT20ABA3052 (100.00%)
NT08AB3060	NT16AB0915 (100.00%)	NT17AB0858 (100.00%)	NT20ABA3053 (100.00%)
NT08AB3061	NT16AB0914 (99.33%)	NT17AB0857 (99.33%)	NT20ABA3054 (99.33%)
NT08AB3062	NT16AB0913 (98.88%)	NT17AB0856 (93.99%)	NT20ABA3055 (97.53%)
NT08AB3063	NT16AB0912 (99.77%)	NT17AB0855 (99.77%)	NT20ABA3057 (99.77%)
NT08AB3064	NT16AB0911 (100.00%)	NT17AB0854 (99.41%)	NT20ABA3058 (100.00%)
NT08AB3065	NT16AB0910 (100.00%)	NT17AB0853 (100.00%)	NT20ABA3059 (100.00%)
NT08AB3066	NT16AB0909 (99.07%)	NT17AB0852 (99.69%)	NT20ABA3060 (99.07%)
NT08AB3067	NT16AB0908 (99.61%)	NT17AB0851 (99.61%)	NT20ABA3061 (99.61%)
NT08AB3068	NT16AB0907 (100.00%)	NT17AB0850 (99.44%)	NT20ABA3062 (100.00%)
NT08AB3069	NT16AB0906 (100.00%)	NT17AB0849 (100.00%)	NT20ABA3063 (100.00%)
NT08AB3070	NT16AB0905 (99.22%)	NT17AB0848 (99.22%)	NT20ABA3064 (99.22%)
NT08AB3071	NT16AB0904 (53.83%)	NT17AB0846 (54.07%)	NT20ABA3065 (53.83%)
NT08AB3072	NT16AB0903 (82.82%)	NT17AB0845 (79.25%)	NT20ABA3066 (82.82%)
NT08AB3073	NT16AB0902 (100.00%)	NT17AB0844 (99.57%)	NT20ABA3067 (100.00%)
NT08AB3074	NT16AB0901 (100.00%)	NT17AB0843 (100.00%)	NT20ABA3068 (100.00%)
NT08AB3075	NT16AB0900 (100.00%)	NT17AB0842 (100.00%)	NT20ABA3069 (100.00%)
NT08AB3076	NT16AB0899 (99.04%)	NT17AB0841 (97.92%)	NT20ABA3070 (99.04%)
NT08AB3077	NT16AB0898 (100.00%)	NT17AB0838 (100.00%)	NT20ABA3071 (100.00%)
NT08AB3078	NT16AB0897 (99.70%)	NT17AB0837 (99.70%)	NT20ABA3072 (99.70%)
NT08AB3079	NT16AB0896 (97.41%)	NT17AB0836 (98.48%)	NT20ABA3074 (97.51%)
NT08AB3080	NT16AB0895 (99.69%)	NT17AB0835 (99.69%)	NT20ABA3073 (99.69%)
NT08AB3081	NT16AB0894 (100.00%)	NT17AB0830 (99.56%)	NT20ABA3076 (100.00%)
NT08AB3082			
NT08AB3083	NT16AB0893 (98.33%)	NT17AB0829 (97.24%)	NT20ABA3077 (98.33%)
NT08AB3084	NT16AB0892 (100.00%)	NT17AB0828 (99.34%)	NT20ABA3078 (100.00%)
NT08AB3085	NT16AB0891 (99.33%)	NT17AB0827 (99.33%)	NT20ABA3079 (99.33%)
NT08AB3086	NT16AB0890 (99.36%)	NT17AB0825 (99.04%)	NT20ABA3080 (99.36%)
NT08AB3087	NT16AB0888 (100.00%)	NT17AB0824 (99.72%)	NT20ABA3082 (100.00%)
NT08AB3088			
NT08AB3089	NT16AB0886 (98.95%)	NT17AB0823 (99.30%)	NT20ABA3084 (99.65%)
NT08AB3090	NT16AB0885 (98.39%)	NT17AB0822 (97.86%)	NT20ABA3085 (98.39%)
NT08AB3091	NT16AB0884 (99.44%)	NT17AB0821 (99.20%)	NT20ABA3086 (99.44%)
NT08AB3092	NT16AB0883 (98.35%)	NT17AB0820 (97.80%)	NT20ABA3087 (98.62%)
NT08AB3093	NT16AB0882 (97.73%)	NT17AB0819 (96.97%)	NT20ABA3088 (97.73%)
NT08AB3094			
NT08AB3095	NT16AB0881 (98.95%)	NT17AB0818 (97.93%)	NT20ABA3089 (98.95%)
NT08AB3096	NT16AB0880 (99.21%)	NT17AB0815 (98.04%)	NT20ABA3090 (82.35%)
NT08AB3097	NT16AB0879 (96.17%)	NT17AB0813 (99.31%)	NT20ABA3091 (97.81%)
NT08AB3098	NT16AB0878 (99.67%)	NT17AB0812 (99.56%)	NT20ABA3092 (99.89%)
NT08AB3099	NT16AB0877 (99.61%)	NT17AB0811 (99.61%)	NT20ABA3093 (99.61%)
NT08AB3100	NT16AB0876 (99.60%)	NT17AB0810 (100.00%)	NT20ABA3094 (99.60%)
NT08AB3101	NT16AB0875 (98.68%)	NT17AB0809 (98.98%)	NT20ABA3095 (98.68%)
NT08AB3102	NT16AB0874 (98.55%)	NT17AB0808 (97.78%)	NT20ABA3096 (98.55%)
NT08AB3103	NT16AB0872 (99.29%)	NT17AB0804 (98.93%)	NT20ABA3098 (99.29%)
NT08AB3104	NT16AB0871 (100.00%)	NT17AB0803 (99.75%)	NT20ABA3099 (100.00%)
NT08AB3105	NT16AB0870 (98.65%)	NT17AB0802 (98.65%)	NT20ABA3100 (98.65%)
NT08AB3106	NT16AB0869 (100.00%)	NT17AB0801 (100.00%)	NT20ABA3101 (100.00%)
NT08AB3107	NT16AB0868 (100.00%)		NT20ABA3102 (100.00%)
NT08AB3108	NT16AB0867 (100.00%)	NT17AB0800 (100.00%)	NT20ABA3103 (100.00%)
